per_sexo,vive_padre_hogar,vive_madre_hogar,departamento,tipo_vivienda,residentes_hogar,d_01_aporta_dinero_hogar,d_08_estado_salud,d_09_deprimido,d_10_poco_interes,d_11_h_conocimiento_riesgo_fumar_marihuana_frecuentemente,d_11_k_conocimiento_riesgo_cocaina_frecuentemente,d_11_n_conocimiento_riesgo_fumar_basuco_frecuentemente,d_12_b_presenta_problema_consumo_sp_barrio,d_12_c_presenta_problema_expendio_sp_barrio,d2_01_etnia,d2_03_estado_civil,d2_04_num_hijos,d2_05_nivel_educativo,g_01_familiares_consumen_sp,g_02_amigos_consumen_sp,g_03_curiosidad_probar_sp,g_04_probaria_sp,g_05_posibilidad_probar_sp,g_06_a_posibilidad_conseguir_marihuana,g_06_b_posibilidad_conseguir_cocaina,g_06_c_posibilidad_conseguir_basuco,g_06_j_posibilidad_conseguir_heroina,g_07_alguien_ofrecio_comprar_probar_sp,per_edad_tipo,estrato_tipo,situacion_tipo,frecuencia_consumo_marihuana_tipo,frecuencia_consumo_cocaina_tipo,frecuencia_consumo_basuco_tipo,frecuencia_consumo_heroina_tipo,g_01_a_num_familiares_consumen_sp_imp,g_02_a_num_amigos_consumen_sp_imp,g_08_a_ofrecieron_marihuana_imp,g_08_b_ofrecieron_cocaina_imp,g_08_c_ofrecieron_basuco_imp,g_08_e_ofrecieron_heroina_imp
2,3,2,Cauca,2,3,1,3,2,2,4,4,4,2,2,9,4,2,3,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,3,3,Norte de Santander,1,2,1,4,2,2,4,4,4,1,1,9,2,3,3,2,2,2,2,2,1,1,1,1,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,1,Santander,1,4,2,5,1,1,4,4,4,1,2,9,6,0,4,1,1,1,1,2,1,2,1,2,2,Adolescente,Estrato medio,Estudiando,Nunca,Nunca,Nunca,Nunca,2,2,10,10,10,10
1,3,2,Caldas,2,2,1,4,2,2,4,4,4,1,2,9,3,0,7,2,2,1,2,2,1,1,1,1,1,Adulto,Estrato alto,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,3,1,1,9,9
2,3,3,La Guajira,1,2,1,3,2,2,4,4,4,1,1,1,4,3,7,2,1,2,2,2,1,1,2,9,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,2,10,10,10,10
2,3,2,Antioquia,1,4,1,4,1,1,4,4,4,1,2,9,6,1,5,1,1,1,2,2,1,9,1,9,1,Adulto,Estrato bajo,Otros,Alguna vez en su vida,Nunca,Nunca,Nunca,2,2,3,9,9,9
1,3,3,Antioquia,1,3,1,5,2,2,4,4,4,2,2,9,5,1,5,2,2,2,2,1,9,9,9,9,1,Persona mayor,Estrato medio,Trabajando,Alguna vez en su vida,Nunca,Alguna vez en su vida,Nunca,3,3,3,3,9,9
2,3,2,Caqueta,1,3,1,3,2,2,4,4,4,1,1,9,6,0,5,2,2,2,2,2,9,9,9,9,2,Joven,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Cundinamarca,2,1,1,4,2,2,4,4,4,2,2,9,6,0,8,2,1,1,2,1,1,1,2,9,1,Joven,Estrato medio,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,2,3,3,3,3
1,2,2,Cundinamarca,2,3,1,4,2,2,2,4,4,1,2,5,2,0,3,2,1,1,2,1,1,2,2,2,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,2,10,10,10,10
2,2,2,Santander,1,3,1,4,2,2,4,4,4,1,2,9,2,2,7,2,2,2,2,2,1,9,9,9,2,Adulto,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,1,1,Antioquia,2,3,1,5,2,2,3,4,4,1,1,9,6,0,8,2,1,2,2,1,2,2,2,2,1,Adulto,Estrato alto,Trabajando,Nunca,Nunca,Nunca,Nunca,3,2,2,3,9,9
2,3,1,Meta,2,3,1,4,2,2,4,4,4,1,1,9,5,1,6,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,3,2,Caldas,2,2,1,3,2,2,4,4,4,1,2,9,6,0,6,1,1,1,2,1,1,1,3,3,1,Adulto,Estrato alto,Trabajando,Algunas veces durante los últimos 12 meses,Nunca,Nunca,Nunca,1,2,2,3,9,9
2,3,2,Cundinamarca,2,1,2,3,2,2,4,4,4,1,2,9,5,1,7,1,1,1,2,1,3,3,3,9,1,Adulto,Estrato alto,Otros,Una vez en el año,Alguna vez en su vida,Alguna vez en su vida,Nunca,1,2,2,3,3,9
1,1,2,Nariño,2,3,2,4,2,2,4,4,4,1,1,1,6,0,4,2,1,1,1,1,1,2,3,9,1,Adolescente,Estrato bajo,Estudiando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,2,2,3,3,3
1,2,2,Valle,1,5,1,5,2,2,4,4,4,2,2,9,2,1,4,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,3,3,Meta,2,1,1,3,1,1,4,4,4,1,1,9,4,3,5,1,1,2,2,1,1,9,9,9,1,Adulto,Estrato medio,Otros,Nunca,Nunca,Nunca,Nunca,1,2,3,9,9,9
2,1,1,Cauca,1,8,1,4,1,2,4,4,4,2,2,9,6,2,5,2,2,2,2,2,3,3,3,3,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,1,Tolima,1,8,2,4,2,2,4,4,4,1,2,9,2,3,4,1,1,1,2,1,1,1,1,9,1,Adulto,Estrato bajo,Otros,Alguna vez en su vida,Nunca,Nunca,Nunca,2,2,3,9,9,9
1,2,2,Antioquia,1,3,1,4,1,1,4,4,4,1,2,5,6,0,5,1,1,2,2,1,1,1,1,3,2,Joven,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,1,2,10,10,10,10
2,2,1,Santander,2,4,1,4,2,2,4,4,4,2,2,9,6,0,7,2,2,2,2,2,3,3,3,3,2,Joven,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Valle,2,3,1,4,2,2,4,4,4,1,2,9,2,1,5,1,1,1,1,1,1,2,2,2,1,Joven,Estrato alto,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,2,1,3,9,9,9
1,2,2,Choco,1,5,1,4,2,2,4,4,4,1,1,5,2,4,5,2,1,1,1,1,1,1,1,1,1,Adulto,Estrato bajo,Trabajando,Nunca,Algunas veces semanalmente,Nunca,Nunca,3,2,9,1,9,9
2,2,1,Arauca,1,3,2,3,1,1,4,4,4,1,1,9,6,0,4,1,1,1,1,1,1,1,1,1,1,Adolescente,Estrato bajo,Otros,Diariamente,Una vez en el año,Nunca,Nunca,2,2,2,2,3,3
2,3,2,Sucre,2,3,1,4,1,1,4,4,4,1,1,1,2,2,3,1,1,2,2,2,1,3,3,3,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,1,2,10,10,10,10
1,1,1,Amazonas,1,3,2,5,2,2,4,4,4,2,2,9,6,0,7,2,1,1,1,1,1,9,9,9,1,Joven,Estrato bajo,Estudiando,Algunas veces mensualmente,Nunca,Nunca,Nunca,3,2,1,9,9,9
1,2,2,Antioquia,2,4,1,5,2,2,4,4,4,1,1,9,3,2,8,2,1,2,2,2,3,3,3,3,2,Adulto,Estrato alto,Trabajando,Nunca,Nunca,Nunca,Nunca,3,1,10,10,10,10
1,2,1,Cundinamarca,1,4,2,4,2,2,4,4,4,2,2,9,6,0,5,2,2,2,2,2,9,9,9,9,2,Joven,Estrato bajo,Estudiando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,1,1,Cesar,2,4,2,4,2,2,4,4,4,1,1,9,6,0,4,2,2,2,2,2,9,9,9,9,2,Adolescente,Estrato bajo,Estudiando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,1,1,Cundinamarca,1,3,1,4,2,2,4,4,4,2,2,9,6,0,7,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,3,3,Quindio,1,4,1,4,2,2,4,4,4,2,2,9,6,0,1,2,2,2,2,2,9,9,2,9,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Cordoba,1,4,2,4,1,2,4,4,4,1,2,9,6,0,4,2,2,2,2,2,9,9,9,9,2,Adolescente,Estrato bajo,Estudiando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Antioquia,1,3,1,4,1,1,4,4,4,1,2,9,6,0,7,1,1,1,1,1,1,1,9,9,1,Adulto,Estrato medio,Trabajando,Algunas veces semanalmente,Alguna vez en su vida,Nunca,Nunca,1,2,1,1,9,9
1,2,2,Risaralda,3,1,1,5,2,2,3,1,1,1,2,1,6,0,6,1,1,1,1,1,1,1,1,1,1,Joven,Estrato bajo,Trabajando,Algunas veces durante los últimos 12 meses,Alguna vez en su vida,Alguna vez en su vida,Nunca,2,2,1,1,3,3
2,2,1,Magdalena,2,9,2,3,2,1,4,4,4,1,2,4,2,2,4,2,1,2,2,1,1,1,3,3,1,Joven,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,2,3,9,9,9
1,3,3,Caldas,2,1,1,4,2,2,3,4,4,1,2,9,6,0,5,2,1,1,1,1,1,1,9,3,1,Adulto,Estrato medio,Trabajando,Algunas veces semanalmente,Una vez en el año,Nunca,Nunca,3,2,1,2,9,9
2,2,1,Cordoba,1,3,2,3,1,1,4,4,4,2,2,5,5,3,4,2,2,2,2,2,1,9,9,9,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,3,2,Tolima,2,3,1,4,2,2,5,4,4,1,2,9,2,1,6,2,2,2,2,2,1,1,1,1,1,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,3,9,9,9
1,2,2,La Guajira,1,5,1,3,2,2,4,4,4,2,2,5,2,5,4,1,1,1,2,2,1,1,1,1,1,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,2,2,9,3,9,9
1,2,2,Tolima,2,6,1,4,2,2,4,4,4,1,1,1,2,1,5,1,1,2,2,2,1,1,1,9,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,2,2,10,10,10,10
2,2,2,Arauca,1,2,1,2,1,1,4,4,4,1,1,1,5,3,3,1,1,1,1,1,1,1,1,1,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,1,2,10,10,10,10
1,2,2,Valle,1,9,1,4,2,2,4,4,4,1,2,5,2,4,5,1,1,1,2,1,1,3,3,3,1,Adulto,Estrato bajo,Trabajando,Algunas veces mensualmente,Nunca,Nunca,Nunca,1,2,3,3,9,9
1,2,2,Norte de Santander,1,1,1,4,2,2,4,4,4,1,2,9,3,4,8,1,1,1,1,2,1,1,1,1,1,Adulto,Estrato medio,Trabajando,Algunas veces semanalmente,Nunca,Nunca,Nunca,1,2,3,9,9,9
1,2,2,Cundinamarca,1,2,1,4,2,2,4,4,4,1,1,9,3,0,7,2,2,2,2,2,1,2,2,2,2,Adulto,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,3,2,Sucre,1,5,1,3,1,1,4,4,4,1,1,1,5,3,5,2,1,2,2,1,1,1,1,2,2,Adulto,Estrato bajo,Buscando trabajo,Nunca,Nunca,Nunca,Nunca,3,2,10,10,10,10
1,1,1,Antioquia,1,4,2,4,2,2,4,4,4,2,2,5,6,0,4,2,2,2,1,1,2,2,2,2,2,Adolescente,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Cundinamarca,1,1,1,5,2,2,4,4,4,1,1,1,5,2,3,2,1,1,1,1,1,2,2,2,1,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,2,1,3,3,3
2,3,3,Risaralda,1,5,1,4,1,1,4,4,4,1,1,9,2,6,3,1,1,1,2,2,1,1,1,3,2,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Alguna vez en su vida,Nunca,2,2,10,10,10,10
2,2,1,Huila,1,4,2,4,2,2,4,4,4,2,2,9,6,2,5,2,2,2,2,2,1,9,9,9,2,Joven,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,3,Cundinamarca,1,3,1,4,2,1,4,4,4,1,1,9,2,0,8,2,2,1,2,1,2,3,3,3,1,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,3,9,9,9
2,3,3,Santander,1,6,2,4,2,2,4,4,4,2,2,9,2,5,3,2,2,2,2,2,9,9,9,9,2,Persona mayor,Estrato medio,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Guaviare,1,4,1,4,2,2,4,4,4,2,2,5,3,2,7,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Choco,1,4,1,3,1,1,4,4,4,2,2,5,2,2,5,2,2,2,2,2,2,2,2,2,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,3,1,Santander,1,2,2,4,2,2,1,4,4,1,1,9,6,0,7,2,2,2,2,2,3,3,3,3,2,Adulto,Estrato medio,Buscando trabajo,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,3,2,Meta,2,3,1,4,2,2,4,4,4,2,2,9,2,2,8,2,2,1,1,1,1,3,3,3,1,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Alguna vez en su vida,Nunca,3,3,9,9,3,9
2,3,3,Cundinamarca,1,2,2,3,2,2,4,4,4,1,2,9,3,3,5,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Quindio,1,1,1,3,1,1,4,4,4,1,2,9,6,0,7,2,1,1,2,2,1,1,3,1,1,Joven,Estrato medio,Trabajando,Una vez en el año,Nunca,Nunca,Nunca,3,2,2,2,9,9
1,3,3,Santander,1,4,1,5,2,2,4,4,4,2,2,9,2,3,5,2,2,2,2,2,1,9,1,9,2,Adulto,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Risaralda,1,3,2,4,2,2,4,4,4,2,2,9,1,1,4,1,2,1,2,1,1,2,2,2,1,Joven,Estrato bajo,Otros,Alguna vez en su vida,Nunca,Nunca,Nunca,2,3,3,9,3,9
1,2,2,Antioquia,2,2,1,4,2,2,4,4,4,1,1,9,1,0,5,1,1,1,1,1,1,1,1,9,1,Joven,Estrato bajo,Trabajando,Algunas veces semanalmente,Alguna vez en su vida,Nunca,Nunca,2,2,1,1,9,9
2,2,2,Cundinamarca,2,2,1,4,2,2,4,4,4,1,2,9,1,0,7,2,1,1,2,1,9,9,9,2,1,Adulto,Estrato medio,Trabajando,Algunas veces mensualmente,Nunca,Nunca,Nunca,3,1,3,9,9,9
2,2,2,Antioquia,2,2,1,4,2,2,4,4,4,1,1,9,2,0,7,2,1,2,2,1,1,1,1,1,2,Joven,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,2,10,10,10,10
1,1,2,Bolivar,1,6,1,5,2,2,4,4,4,1,1,5,2,0,4,1,1,2,2,1,1,2,2,2,1,Adolescente,Estrato bajo,Buscando trabajo,Nunca,Nunca,Nunca,Nunca,1,2,2,9,9,9
1,2,1,Antioquia,1,8,1,4,2,2,4,4,4,1,1,9,6,0,7,2,1,1,2,1,1,1,9,9,1,Adulto,Estrato medio,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,2,1,9,9,9
2,2,1,Bolivar,1,8,1,4,2,2,4,4,4,1,1,9,5,1,4,1,1,2,2,2,1,1,1,1,1,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,2,2,9,9,9,9
1,2,2,Tolima,1,4,1,4,2,2,3,4,4,1,1,9,1,0,6,2,2,2,2,1,1,3,1,3,1,Joven,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,2,9,9,9
2,2,2,Sucre,1,4,2,4,1,1,4,4,4,2,2,9,2,2,5,2,2,2,2,2,1,2,2,2,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,3,3,Caldas,2,1,1,4,2,2,4,4,4,1,1,9,6,0,3,2,1,1,1,1,1,2,1,2,1,Adulto,Estrato medio,Trabajando,Diariamente,Nunca,Alguna vez en su vida,Nunca,3,2,1,9,9,9
2,3,3,Antioquia,1,2,1,3,2,2,4,4,4,1,2,5,5,3,7,1,1,2,2,1,2,2,2,2,2,Persona mayor,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,1,2,10,10,10,10
2,2,1,Tolima,2,2,1,4,2,2,4,4,4,1,2,9,6,0,6,2,2,2,2,2,2,2,2,9,2,Joven,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Cundinamarca,2,4,1,5,2,2,4,4,4,1,2,9,2,0,4,2,1,2,2,2,9,2,2,2,1,Joven,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,2,2,9,9,9
2,3,3,Meta,1,1,1,3,2,2,4,4,4,2,2,9,3,2,6,2,2,2,2,2,9,9,9,9,2,Persona mayor,Estrato medio,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,3,2,Santander,1,2,1,4,2,2,4,4,4,1,1,9,3,0,6,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato medio,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,1,Cesar,1,7,2,4,2,2,5,5,5,1,2,9,5,0,5,2,2,2,2,2,9,9,9,9,2,Joven,Estrato bajo,Estudiando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,3,1,Santander,1,4,2,3,2,1,4,4,4,1,1,9,3,2,4,2,1,2,2,2,1,9,9,9,2,Persona mayor,Estrato medio,Otros,Nunca,Nunca,Nunca,Nunca,3,2,10,10,10,10
2,2,2,Antioquia,2,2,1,2,2,2,4,4,4,1,2,9,6,2,3,2,1,1,1,1,2,2,2,2,1,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,2,3,9,9,9
1,1,1,Meta,1,4,1,4,2,2,4,4,4,1,2,9,6,0,6,1,1,1,1,1,1,1,1,1,1,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,1,2,3,9,9,9
1,3,3,Casanare,2,2,1,4,2,2,2,4,4,2,2,9,3,2,7,1,1,1,1,1,9,9,9,9,1,Adulto,Estrato medio,Trabajando,Una vez en el año,Nunca,Nunca,Nunca,1,2,3,9,9,9
2,2,2,Santander,2,6,2,3,1,2,4,4,4,1,2,9,3,2,3,1,1,2,2,2,9,9,9,9,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,2,2,10,10,10,10
2,3,1,Antioquia,2,3,1,4,2,2,4,4,4,1,2,9,5,2,4,2,2,2,2,2,2,2,2,2,2,Persona mayor,Estrato alto,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Putumayo,2,4,1,3,1,1,4,4,4,2,2,1,2,2,4,2,2,2,2,2,9,9,9,9,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Antioquia,2,4,2,4,1,1,4,4,4,1,1,9,2,2,4,1,1,1,1,1,1,1,1,1,1,Adulto,Estrato bajo,Otros,Alguna vez en su vida,Nunca,Alguna vez en su vida,Nunca,1,2,3,3,3,3
1,2,2,Norte de Santander,1,10,1,3,1,1,5,4,4,1,2,9,5,1,3,1,1,1,2,2,1,2,2,9,1,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,2,2,3,9,9,9
2,3,3,Atlantico,2,4,2,3,2,1,4,4,4,2,2,9,6,5,3,2,2,2,2,2,9,9,9,9,2,Persona mayor,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,3,2,Antioquia,1,1,1,4,1,1,4,4,4,2,2,9,5,2,5,2,2,1,2,1,9,9,9,9,2,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Antioquia,2,1,1,4,2,2,1,3,4,1,1,9,6,0,7,2,1,1,2,2,1,1,2,1,1,Adulto,Estrato medio,Trabajando,Alguna vez en su vida,Alguna vez en su vida,Nunca,Nunca,3,2,3,9,9,9
1,1,1,Guaviare,1,7,2,4,2,2,4,4,4,1,2,9,6,0,6,2,2,2,2,2,1,1,1,2,2,Joven,Estrato bajo,Estudiando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,1,Nariño,2,2,1,4,2,2,4,4,4,1,1,1,5,0,6,1,1,2,2,2,9,9,1,9,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,1,2,10,10,10,10
2,2,2,Cesar,2,4,2,3,1,1,4,4,4,1,2,9,1,2,7,1,1,2,2,2,9,9,9,9,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,1,1,10,10,10,10
1,3,1,Cesar,2,3,1,4,2,2,4,4,4,2,2,5,6,0,5,2,2,2,2,2,2,2,2,2,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Caldas,1,3,1,5,2,2,3,4,4,1,1,9,3,3,5,1,1,1,2,1,1,1,1,9,1,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Alguna vez en su vida,Nunca,Nunca,2,2,3,3,9,9
2,2,2,Cauca,1,3,1,4,2,1,4,4,4,1,2,9,1,1,6,1,1,1,1,1,1,9,2,2,1,Joven,Estrato bajo,Trabajando,Diariamente,Nunca,Nunca,Nunca,1,2,1,9,9,9
2,3,2,Atlantico,1,5,1,3,2,2,4,4,4,1,1,9,5,4,5,1,1,2,2,2,1,9,9,9,2,Persona mayor,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,1,2,10,10,10,10
2,2,2,Antioquia,2,4,2,4,2,2,4,4,4,1,2,9,3,1,5,1,1,2,2,2,1,1,1,2,2,Adulto,Estrato medio,Otros,Nunca,Nunca,Nunca,Nunca,2,2,10,10,10,10
1,3,3,Cundinamarca,1,2,1,3,1,2,4,4,4,1,1,9,3,3,5,2,2,2,2,2,9,9,9,9,2,Persona mayor,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Tolima,2,3,1,5,2,2,4,4,4,1,2,9,3,1,6,2,2,2,2,1,1,1,1,1,2,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,1,Antioquia,2,2,2,4,2,2,4,4,4,2,2,1,6,0,7,1,1,1,1,1,1,1,2,2,2,Joven,Estrato medio,Estudiando,Algunas veces mensualmente,Nunca,Nunca,Nunca,2,2,10,10,10,10
1,3,1,Nariño,1,8,2,3,2,1,4,4,4,1,2,9,6,0,5,1,1,2,1,1,1,2,3,9,1,Joven,Estrato medio,Otros,Algunas veces semanalmente,Alguna vez en su vida,Nunca,Nunca,1,2,1,3,9,9
1,3,2,Cundinamarca,2,2,1,4,2,2,2,4,4,1,1,9,2,0,8,2,1,1,1,1,1,9,9,9,1,Persona mayor,Estrato alto,Trabajando,Una vez en el año,Nunca,Nunca,Nunca,3,2,1,9,1,9
2,1,1,Sucre,1,5,2,3,2,2,4,4,4,2,2,9,6,0,4,2,2,2,2,2,3,3,3,3,2,Adolescente,Estrato bajo,Estudiando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
1,2,2,Guainia,1,4,1,4,1,1,4,4,4,1,2,1,2,2,5,2,2,1,1,1,1,2,2,2,1,Joven,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,3,3,1,3,9
1,2,2,Caldas,2,4,1,5,2,2,3,4,4,1,2,9,6,0,3,2,1,1,1,1,1,1,2,9,1,Adulto,Estrato bajo,Trabajando,Diariamente,Nunca,Nunca,Nunca,3,2,1,1,9,9
1,1,1,Norte de Santander,2,3,1,5,2,2,3,4,4,1,2,9,6,0,8,2,1,1,1,1,2,9,9,9,1,Adulto,Estrato medio,Trabajando,Una vez en el año,Nunca,Nunca,Nunca,3,2,2,9,9,9
2,2,2,La Guajira,2,5,1,4,1,1,4,4,4,1,1,5,5,4,4,2,2,2,2,2,2,2,2,2,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Sucre,1,3,2,1,1,1,4,4,4,1,2,5,3,2,6,2,2,2,2,2,2,2,2,2,2,Adulto,Estrato bajo,Otros,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,1,Antioquia,1,4,2,5,2,2,4,4,4,1,1,9,2,0,5,2,1,1,2,1,1,2,9,9,1,Joven,Estrato medio,Otros,Nunca,Nunca,Nunca,Nunca,3,2,3,9,9,9
2,2,2,Guaviare,1,2,1,5,2,1,4,4,4,2,2,9,6,4,4,2,2,1,2,1,1,3,2,9,1,Adulto,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,3,3,3,9,9,9
1,2,2,Cundinamarca,2,3,1,4,2,2,4,4,4,1,1,9,6,3,5,1,2,1,2,2,1,1,1,9,2,Adulto,Estrato bajo,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,2,3,10,10,10,10
1,3,3,Bolivar,2,2,1,4,2,2,4,4,4,1,1,9,2,1,3,2,1,1,1,1,1,1,2,2,1,Persona mayor,Estrato bajo,Trabajando,Algunas veces mensualmente,Nunca,Alguna vez en su vida,Nunca,3,2,1,9,1,9
1,2,2,Quindio,1,3,1,3,2,2,4,4,4,2,2,5,6,0,5,2,1,1,1,1,1,2,1,2,1,Joven,Estrato bajo,Estudiando,Diariamente,Nunca,Nunca,Nunca,3,2,1,9,9,9
2,2,1,Meta,1,4,2,4,2,2,4,4,4,1,1,9,4,0,6,1,2,2,2,1,9,9,9,9,2,Joven,Estrato bajo,Trabajando,Nunca,Nunca,Nunca,Nunca,2,3,10,10,10,10
2,1,1,Santander,2,4,2,4,1,2,3,4,4,1,2,9,6,0,7,2,1,1,2,1,1,2,2,2,1,Joven,Estrato medio,Estudiando,Nunca,Nunca,Nunca,Nunca,3,2,2,2,9,9
2,2,2,Bolivar,1,6,2,4,2,2,2,4,4,1,1,9,6,0,6,2,2,2,2,2,1,1,9,9,2,Joven,Estrato medio,Estudiando,Nunca,Nunca,Nunca,Nunca,3,3,10,10,10,10
2,2,2,Meta,2,2,1,4,2,2,4,4,4,1,1,9,3,0,7,2,1,1,1,1,2,2,2,9,1,Adulto,Estrato medio,Trabajando,Alguna vez en su vida,Nunca,Nunca,Nunca,3,2,3,9,9,9
